,id,time,luminosity
676,AFG.31_1,2008,0.0
677,AFG.31_1,2009,0.0
678,AFG.31_1,2010,0.0
679,AFG.31_1,2011,0.0
680,AFG.31_1,2012,0.0
681,AFG.31_1,2013,0.0
682,AFG.32_1,1992,0.0
683,AFG.32_1,1993,0.0
684,AFG.32_1,1994,0.0
685,AFG.32_1,1995,0.0
686,AFG.32_1,1996,0.0
687,AFG.32_1,1997,0.0
688,AFG.32_1,1998,0.0
689,AFG.32_1,1999,0.0
690,AFG.32_1,2000,0.0
691,AFG.32_1,2001,0.0
692,AFG.32_1,2002,0.0
693,AFG.32_1,2003,0.0
694,AFG.32_1,2004,0.0
695,AFG.32_1,2005,0.0
696,AFG.32_1,2006,0.0
697,AFG.32_1,2007,0.0
698,AFG.32_1,2008,0.0
699,AFG.32_1,2009,0.0
700,AFG.32_1,2010,0.0
701,AFG.32_1,2011,0.0
702,AFG.32_1,2012,0.0
703,AFG.32_1,2013,0.0
704,AFG.33_1,1992,0.0
705,AFG.33_1,1993,0.0
706,AFG.33_1,1994,0.0
707,AFG.33_1,1995,0.0
708,AFG.33_1,1996,0.0
709,AFG.33_1,1997,0.0
710,AFG.33_1,1998,0.0
711,AFG.33_1,1999,0.0
712,AFG.33_1,2000,0.0
713,AFG.33_1,2001,0.0
714,AFG.33_1,2002,0.0
715,AFG.33_1,2003,0.0
716,AFG.33_1,2004,0.0
717,AFG.33_1,2005,0.0
718,AFG.33_1,2006,0.0
719,AFG.33_1,2007,0.0
720,AFG.33_1,2008,0.0
721,AFG.33_1,2009,0.0
722,AFG.33_1,2010,0.0
723,AFG.33_1,2011,0.0
724,AFG.33_1,2012,0.0
725,AFG.33_1,2013,0.0
726,AFG.34_1,1992,0.0
727,AFG.34_1,1993,0.0
728,AFG.34_1,1994,0.0
729,AFG.34_1,1995,0.0
730,AFG.34_1,1996,0.0
731,AFG.34_1,1997,0.0
732,AFG.34_1,1998,0.0
733,AFG.34_1,1999,0.0
734,AFG.34_1,2000,0.0
735,AFG.34_1,2001,0.0
736,AFG.34_1,2002,0.0
737,AFG.34_1,2003,0.0
738,AFG.34_1,2004,0.0
739,AFG.34_1,2005,0.0
740,AFG.34_1,2006,0.0
741,AFG.34_1,2007,0.0
742,AFG.34_1,2008,0.0
743,AFG.34_1,2009,0.0
744,AFG.34_1,2010,0.0
745,AFG.34_1,2011,2.9348569101956504e-06
746,AFG.34_1,2012,0.0
747,AFG.34_1,2013,0.0
748,AGO.1_1,1992,0.0
749,AGO.1_1,1993,4.67677469397612e-06
750,AGO.1_1,1994,0.0
751,AGO.1_1,1995,0.11626359299270342
752,AGO.1_1,1996,0.0
753,AGO.1_1,1997,4.2090972245702465e-06
754,AGO.1_1,1998,0.10464144279065767
755,AGO.1_1,1999,0.09301908045900135
